journals : 
KIET Group of Institutions, Ghaziabad																																			
Department of Computer Science																																			
Research Publications (Journals) (Duration 1st July 2025 till date)																																			
S.No.	Name of Faculty	"KIET Faculty ID
(All authors from KIET)"	"KIET Affiliation
 (Yes / No)"	Publisher	Title of the paper	Name of the Journal	Year of Publication	Date of Publication	ISSN	"Link to website of the Journal
"	"DOI Online Link
(For Published Paper)
"	Volume No (For Journal)	Issue No. (For Journal)	Page Number	Category (SCIE/Scopus etc)	Cite SCORE (For SCOPUS)/ Impact Factor (for SCIE)	"Status
(Published/ Accepted/ Communicated )"	Upload the proof for the published paper 	Students involved in the Journal (Yes/No)	"Name of students
 (If Yes)"	Name of all the authors 	KIET faculty ID of all the authors 	"Please Map Outcome with the following SDGs
 (SDG (1-17))"	Is the research with outside Institutions in collaboration (Yes / NO)	Name of persons (Outside the KIET Institution)	Name of the Outside Institutions / Organizations	"Departmental DRC Recommendation
 (Recommended/ Not Recommended)"	Actual paper first page link to be loaded in the drive link shared Research Data							
1	Dr. Akash Goel	21331	Yes	Springer	Recurrent Neural Network Chip for Fast Switching and Minimum Delay on Different Hardware	National Academy Science Letter	2025	03.07.2025	2250-1754	https://link.springer.com/journal/40009	https://doi.org/10.1007/s40009-025-01696-1				SCIE	1.3	Published	RNN Chip for Fast Switching and Minimum Delay on Different Hardware.pdf	No	NA	Dr. Akash Goel, Dr. Amit Kumar Goel, De. Adesh Kumar	21331	12	Yes	Dr. Amit Kumar Goel, Dr. Adesh Kumar	Sir Padampat Singhania University, Udaipur,    UPES, Dehradun	Recommended	RNN Chip for Fast Switching and Minimum Delay on Different Hardware.pdf							
2	Dr. Raj Kumar, Mr. Amit Kumar Singh Sanger, Dr. Ajay Kumar Shrivastava, Dr. Anurag Mishra	21160, 21413, 5986, 21340	Yes	World Scientific Publishing Co Pte Ltd	An Image-Based Recommendation System Using Voting-Assisted Ensemble Machine Learning Approach	International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems	2025	01.09.2025	1793-6411	https://www.worldscientific.com/doi/abs/10.1142/S0218488525500242?srsltid=AfmBOop4QCqsd69mwlkDduCxGLoNz7UJzX5qDhD-wNFJdyV2YaXCaf5f	https://doi.org/10.1142/S0218488525500242	33	6	733-759	SCIE	1	Published	https://drive.google.com/file/d/14wNyAitlWa3ZaULyNd5CwxYMFK2bskwv/view?usp=sharing	No	NA	Harsh Khatter, Raj Kumar, Amit Kumar Singh Sanger, Ajay Kumar Shrivastava, Anurag Mishra	21160, 21413, 5986, 21340	8	Yes	Arun Prakash Agrawal	Bennett University, Greater Noida	Recommended	https://drive.google.com/file/d/14wNyAitlWa3ZaULyNd5CwxYMFK2bskwv/view?usp=sharing							
3	Dr. Aatif Jamshed	21746	Yes	 Asia PacificAcademy of Science Pte. Ltd	Metafusion: hybrid ML-based object recognition and GPU rendering forreal-time 3D metaverse visualization	Metaverse 2025	2025	10.10.2025	2810-9791	https://aber.apacsci.com/index.php/met/index	https://doi.org/10.54517/m3728	6	3	3728	Scopus	0.9	Published	https://drive.google.com/file/d/1BtgoZU35fCj-VfdkimZ1ggSDBwDpLsh8/view?usp=sharing	No	NA	NA	21746	9,4,17	Yes	Pranshu Saxena, Sandeep Saxena, Sahil Kumar Aggarwal	Bennett Universit,IILM,ABES Engineering College	Recommended	https://drive.google.com/file/d/1BtgoZU35fCj-VfdkimZ1ggSDBwDpLsh8/view?usp=sharing							
4	Dr. Aatif Jamshed	21746	Yes	Asia PacificAcademy of Science Pte. Ltd	Bridging deep segmentation and metaverse visualization: Cellpose-based 3Dbrain tumor reconstruction from MRI	Metaverse 2026	2025	10.10.2025	2810-9791	https://aber.apacsci.com/index.php/met/index	https://doi.org/10.54517/m3727	6	3	3727	Scopus	0.9	Published	https://drive.google.com/file/d/1G3uestxjVDz7L6bfDUuQmrv9_fH8cBE8/view?usp=sharing	No	NA	NA	21746	3,9,4	Yes	Pranshu Saxena,, Sandeep Saxena, Sanjay Kumar Singh, Sahil Kumar Aggarwal	Bennett Universit,IILM,ABES Engineering College,Indraprastha University,	Recommended	https://drive.google.com/file/d/1G3uestxjVDz7L6bfDUuQmrv9_fH8cBE8/view?usp=sharing							
5	Dr. Aatif Jamshed, Dr. Anurag Mishra ,Dr. Harsh Khatter, Dr.Raj Kumar	21746, 21340, 21149, 21160	Yes	Elsevier	"A novel enhanced digital image correlation framework for structural health
monitoring of aircraft"	Measurement	2025	14.10.2025	"Online ISSN: 1873-412X
Print ISSN: 0263-2241"	https://www.sciencedirect.com/journal/measurement	https://doi.org/10.1016/j.measurement.2025.119264	258	Part C	119264	SCIE	5.6	Published	https://www.sciencedirect.com/science/article/pii/S0263224125026235?via%3Dihub	No	NA	NA	21746, 21340, 21149, 21160	3,9,4	No	NA	NA	Recommended	https://drive.google.com/file/d/1JOe8LU0j30JSNl3xj9EPAmbURtKYqpsj/view?usp=drive_link							
6	Mr. Sreesh Gaur	21327	Yes	Wiley	A Multi-Layered Aggregation and Lightweight Prediction Framework for IoT-Based WSNs	Concurrency and Computation: Practice and Experience 	2025	19.10.2025	Online ISSN:1532-0634	https://onlinelibrary.wiley.com/journal/15320634	https://doi.org/10.1002/cpe.70400	37	27-28		SCIE	1.5	Published		No	NA	NA	21327	3,9	Yes	Khushboo Jain, Arun Agarwal, Laxman Singh	"University of Petroleum and Energy Studies, Dehradun, India
Ramanujan College, Delhi University, Delhi, India
ABES Institute of Technology, Ghaziabad, India"	Recommended								
7	Dr. Gaurav Dubey	21324	Yes	Wiley	A Privacy-Preserving and Interpretable Federated Learning Framework With Clinician Feedback for Multi-Hospital Clinical Decision Support	Concurrency and Computation: Practice and Experience 	2025	30.10.2025	Online ISSN:1532-0634	https://onlinelibrary.wiley.com/toc/15320634/2025/37/27-28	https://doi.org/10.1002/cpe.70365	37	27-28		SCIE	1.5	Published	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cpe.70365	NO	NA	NA	21324	3,9	yes	Gaurav Raj,Anil Dubey, Kamaljit, Akash Punhani, Nirpendra das	IILM, Sharda University, ABES, 	Recommended	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cpe.70365							
8	Dr. Gaurav Dubey	21324	Yes	Elsevier	DiEff-MSwinNet: Dilated efficientnet based multi-scale swin transformers for spectrogram-powered epileptic seizure detection in real time	Knowledge-Based Systems	2025	15.11.2025	Online ISSN: 1872-7409	https://www.sciencedirect.com/journal/knowledge-based-systems	https://doi.org/10.1016/j.knosys.2025.114927	332	114927		SCIE	15, IF 7.6	Published	https://www.sciencedirect.com/science/article/pii/S0950705125019653	NO	NA	NA	21324	3,9	yes	"Minakshi Memoria a
, Archana Sharma b
, Sapna Yadav c
, Arun Prakash Agrawal d,* ,
Kamaljit Kuar e
, Akash Punhani"	 King Khalid University, Abha, Saudi Arabia b Department of Computer Science and Applications, Sharda School of Computing Science and Engineering, Sharda University, Greater Noida, India c Department of Computer Science and Engineering, School of Engineering and Technology, Vivekananda Institute of Professional Studies- Technical Campus, India d School of Computer Science Engineering and Technology, Bennett University Greater Noida, India e Department of Computer Engineering and Technology, Guru Nanak Dev University Amritsar, India f School of Computer Science and Engineering IILM University, Greater Noida, Indi	Recommended								
6	Ms. Arti Sharma	21004	Yes	International	Smart Fog Gateway with ML Techniques to Reduce Latency in Networks	Arti Sharma, Kuldeep Kumar, Jasmine Ahluwalia, Luvditya Khurana, Gaurav Dubey & Saurabh 	21004, 21324, 21167	International Conference on Data Analytics & Management	LNNS,volume 1615	Springer	20-10-25	978-3-032-04222-4	Smart Fog Gateway with ML Techniques to Reduce Latency in Networks | SpringerLink	https://drive.google.com/file/d/1B6cteTeWYM-9TFeJI7sHFq1ClKAxjiY2/view?usp=drive_link	No	NA	SDG 9	Yes	Kuldeep Kumar, Jasmine Ahluwalia, Luvditya Khurana,	Amity University , Noida	Published	Scopus	https://doi.org/10.1007/978-3-032-04222-4_26	Yes	
7	Dr Raj Kumar	21160	Yes	International	Smart E-Commerce Model Using for Artisans	"Dr Raj Kumar, Dr Harsh Khatter, 
Prakhar Sharma, Nikhil Garg, Diwakar Mittal & Navneet Saini "	21160	International Conference on Data Analytics & Management	LNNS,volume 1602	Springer	07-11-25	978-3-032-03558-5	Smart E-Commerce Model Using for Artisans | SpringerLink		Yes	Prakhar Sharma, Nikhil Garg, Diwakar Mittal & Navneet Saini	1, 13	No	NA	NA	rakhar Sharma, Nikhil Garg, Diwakar Mittal & Navneet Saini	Scopus	https://link.springer.com/chapter/10.1007/978-3-032-03558-5_46	Yes	
8	Dr. Akash Goel	21331	Yes	International	Development and Implementation of an Integrated Web-Based Office Document Management System	Dr. Akash Goel, Sakshi Gupta, Saket Tiwari, Aryan Tiwari, Ashutosh Kumar Giri	21331	International Conference on Sustainable Business Practices and Innovative Models (ICSBPIM-2025	102-110	ATLANTIS PRESS	04-11-25	978-94-6463-872-1 / 2352-5428	https://www.atlantis-press.com/proceedings/icsbpim-25/126017635	Conference Paper_Sakshi.pdf	Yes	Sakshi Gupta, Saket Tiwari, Aryan Tiwari, Ashutosh Kumar Giri	4	No	NA	NA	Published	Scopus	https://doi.org/10.2991/978-94-6463-872-1_9	Yes	Conference Paper_Sakshi.pdf
9	Dr. Akash Goel	21331	Yes	International	BillWise Pro: A Web-Based Solution for Streamlined Billing and Inventory Management in SMEs	Dr. Akash Goel, Dev Varshney, Shreshti Tayal, Vanshika Jain, Viyapi Tyagi	21331	International Conference on Sustainable Business Practices and Innovative Models (ICSBPIM-2025	4-15	ATLANTIS PRESS	04-11-25	978-94-6463-872-1 / 2352-5428	https://www.atlantis-press.com/proceedings/icsbpim-25/126017622	Conference Paper_Shreshti.pdf	Yes	Dev Varshney, Shreshti Tayal, Vanshika Jain, Viyapi Tyagi	4	No	NA	NA	Published	Scopus	10.2991/978-94-6463-872-1_2	Yes	Conference Paper_Shreshti.pdf
10	Dr. Akash Rajak	6071	Yes	International	Harnessing Behavioural Insights for Autism Spectrum Disorder Prediction via Machine Learning	Akash Rajak; Amit Kumar; Shweta Singh; Vidushi; Ankit Verma	6071	2025 12th International Conference on Reliability, Infocom Technologies and Optimization	1-4	IEEE	27-11-2025	979-8-3315-5421-7	https://ieeexplore.ieee.org/document/11241561	https://drive.google.com/file/d/1pURhmea6OtR8llQMUxt1p6Bmr7H8x_7N/view?usp=drive_link	No	NA	4	Yes	SDMishra	MRIIRS, Faridabad	Published	Scopus	10.1109/ICRITO66076.2025.11241561	Yes	https://drive.google.com/file/d/1pURhmea6OtR8llQMUxt1p6Bmr7H8x_7N/view?usp=drive_link
11	Dr. Sunil Kumar	21833	Yes	International	Evaluating the Inspiration of Randomised Search CV in Machine Learning Algorithms for Prediction of Cardiac Infection	Premananda Sahu; Rakesh Kumar Yadav; Sunil Kumar; Rajesh; Jui Pattnayak	21833	2025 12th International Conference on Reliability, Infocom Technologies and Optimization	1-4	IEEE	27-11-2025	979-8-3315-5421-7	https://ieeexplore.ieee.org/document/11241538	https://drive.google.com/file/d/1xidqRUI3ZguU6XFs74Xt631EkwLK8YX5/view?usp=drive_link	No	NA	4	Yes	"Premananda Sahu; Rakesh Kumar Yadav; Rajesh; Jui Pattnayak
"	MRIIRS, Faridabad	Published	Scopus	10.1109/ICRITO66076.2025.11241538	Yes	https://drive.google.com/file/d/1xidqRUI3ZguU6XFs74Xt631EkwLK8YX5/view?usp=drive_link
12	Dr. Akash Goel	21331	Yes	International	A Comparative Study of Machine Learning Algorithms for Predicting Engineering and Technology Admissions	Dr. Akash Goel, Vanshika Gupta, Ayushi Sharma, Anvesha Kaushik, Diya	21331	EditorsProceedings of International Conference on Computational Intelligence and Information Retrieval	2	Springer	1 May 2026	978-3-032-04538-6	https://link.springer.com/book/10.1007/978-3-032-02790-0	https://drive.google.com/file/d/1XP5l8A4dKqCUf0feSx6T-S23wHu6oNOI/view?usp=drive_link	Yes	Vanshika Gupta, Ayushi Sharma, Anvesha Kaushik, Diya	4	No	NA	NA	Published	Scopus	https://doi.org/10.1007/978-3-032-04539-3	Yes	https://drive.google.com/file/d/1XP5l8A4dKqCUf0feSx6T-S23wHu6oNOI/view?usp=drive_link
13	Dr. Akash Rajak	6071	Yes	International	A Framework for Achieving Course Outcome and Program Outcomes in Engineering Education	Dr. Akash Rajak	6071	2025 IEEE 7th International Conference on Computing, Communication and Automation (ICCCA), Greater Noida, India		IEEE	19-01-2026	979-8-3315-6980-8	https://ieeexplore.ieee.org/document/11325658		No	NA		No	NA	NA	Published	Scopus	10.1109/ICCCA66364.2025.11325658	Yes	
14	Ms. Arti Sharma	21004	Yes	International	Empowering Educators and Engaging Learners: A Framework for a Blended Learning Management System	Sneha; Vidushi Tyagi; Stuti Agrawal; Vishuddhanand Manjhi; Arti Sharma	21004	2025 IEEE 7th International Conference on Computing, Communication and Automation (ICCCA), Greater Noida, India		IEEE	19-01-2026	979-8-3315-6980-8	Empowering Educators and Engaging Learners: A Framework for a Blended Learning Management System		Yes	Sneha; Vidushi Tyagi; Stuti Agrawal; Vishuddhanand Manjhi	SDG 4 and 9	No	NA	NA	Published	Scopus	https://doi.org/10.1109/ICCCA66364.2025.11325623	Yes	
15	Dr. Akash Rajak	6071	Yes	International	Improving Tuberculosis Detection from X-Ray Images of Chest Radiographs through Transfer Learning	Akash Rajak; Amit Kumar; Amit Kumar Gupta; Ankit Verma		2025 IEEE International Conference on Intelligent Signal Processing and Effective Communication Technologies (INSPECT)		IEEE	07-11-2025	979-8-3315-5349-4	https://ieeexplore.ieee.org/document/11350802	https://drive.google.com/file/d/1k84XasEIgy_dN1f6bW81ZpQzAah6hfZa/view?usp=drive_link	No	NA	SDG-4	NO	NA	NA	Published	Scopus	https://doi.org/10.1109/INSPECT67393.2025.11350802	Yes	https://drive.google.com/file/d/1k84XasEIgy_dN1f6bW81ZpQzAah6hfZa/view?usp=drive_link
16	Anmol Jain	21540	Yes	International	Diagnosing Respiratory Variability: Deep learning Approach for Pneumonia Detection in Chest X-Rays Using Attention 	Ritu Aggarwal,Ravinder Kaur,Eshaan Aggarwal,SandeepSharma,Gulbir Singh,AnmolJain 	21540	"2025 2ND INTERNATIONAL CONFERENCE
on
ADVANCED COMPUTING & EMERGING TECHNOLOGIES (ACET)

21–22 November, 2025"		IEEE	17-03-2026		https://ieeexplore.ieee.org/document/11430280		No	NA		Yes 	Ritu Aggarwal,Ravinder Kaur,Eshaan Aggarwal,SandeepSharma,Gulbir Singh,AnmolJain 		Presented				
17	Vivek Kumar Sharma	21509	Yes	International	Analysis of AI based IT training system	Vivek Kumar Sharma, Anupam Kumar, Pranjal Kushwah, Nikhil Gautam, Devanshu Kumar	21509	IEEE Conference Recore no- 	1-5	IEEE	19-Jan-2026	979-8-3315-6980-8	https://ieeexplore.ieee.org/document/11325698		Yes	Anupam Kumar, Pranjal Kushwah, Nikhil Gautam, Devanshu Kumar	-	-	-	-	Publshed	Scopus	10.1109/ICCCA66364.2025.11325698	Yes	
18	Ms. Arti Sharma	21004	Yes	International	Enhancing Spiritual Tourism Through ARCore-Powered XR Pilgrimage Experiences in India	Ankita Rahi, Utkarsh Srivastav, Atul Sharma, Digambar Tiwari & Arti Sharma 	21004	International Conference on Data Analytics & Management	Vol. 1690, Page No. 411-420	Springer	03-02-2026	978-3-032-08859-8	Enhancing Spiritual Tourism Through ARCore-Powered XR Pilgrimage Experiences in India | Springer Nature Link		Yes	Ankita Rahi, Utkarsh Srivastav, Atul Sharma, Digambar Tiwari 	SDG 8 & 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1007/978-3-032-08859-8_33	Yes	
19	Dr. Gaurav Dubey	21324	Yes	International	Healthcare Management System: Enhancing Patient Care with Smart Integration	Utsav Singh; Palak Agarwal; Shashank Sagar; Aastha Saxena; Gaurav Dubey	21324	International Conference on Data Analytics & Management	Vol. 1690, Page No. 274-287	Springer	03-02-2026	978-3-032-08859-8	Healthcare Management System: Enhancing Patient Care with Smart Integration | Springer Nature Link		yes	Utsav Singh; Palak Agarwal; Shashank Sagar; Aastha Saxena	SDG 3 & 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1007/978-3-032-08859-8_21	Yes	
20	Dr. Gaurav Dubey	21324	Yes	International	Early Detection of Brain Tumour with MRI Scan Using CNNs	Sarthak Singh, Riddhi Gupta, Riya, Rana Anurag Singh & Gaurav Dubey 	21324	International Conference on Data Analytics & Management	Vol. 1597, Page No. 530–540	Springer	19-10-2025	978-3-032-02831-0	Early Detection of Brain Tumour with MRI Scan Using CNNs | Springer Nature Link		yes	Sarthak Singh, Riddhi Gupta, Riya, Rana Anurag Singh 	SDG 3 & 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1007/978-3-032-02831-0_43	Yes	
21	Dr. Gaurav Dubey	21324	Yes	International	Visual Question Answering with Satellite Images	Gaurav Dubey, Sarthak Sharma, Vinayak Mishra & Rishikesh 	21324	International Conference on Data Analytics & Management	Vol. 1615, Page No.455–465	Springer	20-10-2025	978-3-032-04222-4	Visual Question Answering with Satellite Images | Springer Nature Link		yes	Sarthak Sharma, Vinayak Mishra & Rishikesh 	SDG 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1007/978-3-032-04222-4_39	Yes	
22	Dr. Gaurav Dubey, Ms. Arti Sharma	21324, 21004	Yes	International	A Unified Platform for Summarizing E-Commerce Product Reviews Using Generative AI Tool	Shobhika; Shivam; Gaurav Dubey; Arti Sharma	21324, 21004	2025 International Conference on Innovations and Emerging Technologies In AI & Communication Systems (IETACS)	421-427	IEEE	21-02-2026	979-8-3315-7073-6	A Unified Platform for Summarizing E-Commerce Product Reviews Using Generative AI Tool | IEEE Conference Publication | IEEE Xplore		Yes	Shobhika, Shivam	SDG 8, 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1109/IETACS68750.2025.11385597	Yes	
23	Ms. Arti Sharma	21004	Yes	International	AI-Based Solution to Enable Ease of Grievance Lodging and Tracking for Citizens Across Multiple Departments	Adarsh Tiwari; Aditi Gupta; Anmol; Pratyush Sharma; Arti Sharma	21004	2025 International Conference on Innovations and Emerging Technologies In AI & Communication Systems (IETACS)	409-414	IEEE	21-02-2026	979-8-3315-7073-6	AI-Based Solution to Enable Ease of Grievance Lodging and Tracking for Citizens Across Multiple Departments | IEEE Conference Publication | IEEE Xplore		Yes	Adarsh Tiwari; Aditi Gupta; Anmol; Pratyush Sharma	SDG 8, 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1109/IETACS68750.2025.11385682	Yes	
24	Dr. Akash Rajak	6071	Yes	International	FlyDrop: Markerless Navigation for Autonomous Drones	Ansh Tyagi; Charchit Singhal; Anshuman Kushwaha; Ankit Tiwari; Akash Rajak	6071	2025 Modern Electronics Devices and Intelligent Communication Systems (MEDCOM)	979-8-3315-7444-4	IEEE	02-03-2026	979-8-3315-7445-1	https://ieeexplore.ieee.org/document/11405093		Yes	Ansh Tyagi; Charchit Singhal; Anshuman Kushwaha; Ankit Tiwari	SDG 8, 9	NA	NA	NA	Published	Scopus	https://doi.org/10.1109/MEDCOM67532.2025.11405093	Yes	
25	Dr Sunil Kumar	21833	Yes	International	Invsio Track: An integrated crime investigation tool	S. Punani, Y. K. Gaur, S. Panwar, and S. Kumar	21833	2025 Modern Electronics Devices and Intelligent Communication Systems (MEDCOM)	58–63	IEEE	02-03-2026	979-8-3315-7445-1	https://ieeexplore.ieee.org/document/11404890		Yes	S. Punani, Y. K. Gaur, S. Panwar	SDG 8, 9	NA	NA	NA	Published	Scopus	doi: 10.1109/medcom67532.2025.11404890	Yes	
26	Arti Sharma	21004	Yes	International	A Conceptual Framework for Load Balancing in Fog Using Sigmoid-Based GWO with Deep Learning	Saurabh; Alok Mishra; Arushi Singh; Shubendu Amit; Arti Sharma; Sherish Johari	21004	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)	1-6	IEEE	18-03-2026	979-8-3315-6783-5	A Conceptual Framework for Load Balancing in Fog Using Sigmoid-Based GWO with Deep Learning | IEEE Conference Publication | IEEE Xplore		NO	NA	SDG 9	Yes	Alok Mishra; Shubendu Amit; 	Banarsidas Chandiwala Institute of Information Technology, GGSIPU, New Delhi, India                              Govt. Engineering College Nawada, Bihar, India	Published	Scopus	10.1109/ACET67282.2025.11430348	Yes	
27	Dr. Gaurav Dubey, Ms. Arti Sharma	21324, 21004	Yes	International	Agrocare: Iot-Based Crop Recommendation and Automated Irrigation	Arpan Jain; Ali Meyan; Shaili Gupta; Vanshita Verma; Gaurav Dubey; Arti Sharma	21324, 21004	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)		IEEE	18-03-2026	979-8-3315-6783-5	Agrocare: Iot-Based Crop Recommendation and Automated Irrigation | IEEE Conference Publication | IEEE Xplore	1-6	Yes	Arpan Jain; Ali Meyan; Shaili Gupta; Vanshita Verma	SDG 9, 11, 15	NA	NA	NA	Published	Scopus	10.1109/ACET67282.2025.11430306	Yes	
28	Arti Sharma	21004	Yes	International	Enhanced Security and Blockchain Based Online Meeting Platform	R. Agarwal, Y. Saxena, K. Agrawal, S. Singh and A. Sharma	21004	025 1st IEEE Uttar Pradesh Section Women in Engineering International Conference on Electrical Electronics and Computer Engineering (UPWIECON), Dehradun, India	368-373	IEEE	23-02-2026	979-8-3315-6628-9	https://ieeexplore.ieee.org/document/11390372		Yes	R. Agarwal, Y. Saxena, K. Agrawal, S. Singh	SDG 8,9	NA	NA	NA	Published	Scopus	10.1109/UPWIECON67212.2025.11390372	Yes	
29	Dr. Akash Rajak	6071	Yes	International	A Hybrid Machine Learning Approach for Cyber Threat Detection Using Random Forest and Deep Neural Networks	"Amit Kumar;
Akash Rajak;
Shashank Bhardwaj;
Rabi Narayan Panda;
Anik Arya"	6071	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)		IEEE	17-03-2026	979-8-3315-6783-5	https://ieeexplore.ieee.org/document/11430231/		NO	na	SDG 9, 11, 15	no	na	na	Published	Scopus	https://doi.org/10.1109/ACET67282.2025.11430231	Yes	
30	Dr. Akash Rajak	6071	Yes	International	Code Invaders: Detecting Malicious Activity in Embedded Systems	"Aryan Panwar;
Deeksha Dhaka;
Avichal Tomar;
Ayush Tyagi;
Akash Rajak"	6071	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)		IEEE	17-03-2026	979-8-3315-6783-5	https://ieeexplore.ieee.org/document/11430301		Yes	"Aryan Panwar;
Deeksha Dhaka;
Avichal Tomar;
Ayush Tyagi;"	SDG 9, 11, 15	no	na	na	Published	Scopus	https://doi.org/10.1109/ACET67282.2025.11430301	Yes	
31	Dr. Aatif Jamshed	21746	Yes	International	Zero-Shot Medical Image Segmentation Using Vision-Language Foundation Models	Aatif Jamshed, Anurag Mishra, Harsh Khatter		2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)	pp. 1-6	IEEE	19-03-2026	979-8-3315-6784-2	https://ieeexplore.ieee.org/document/11430396	Zero-Shot_Medical_Image_Segmentation_Using_Vision-Language_Foundation_Models.pdf	No	NA	SDG 3,4,9,10	No	NA	NA	Published	Scopus	https://doi.org/10.1109/ACET67282.2025.11430396		
32	Nishant Raj	21829	yes	International	Towards Inclusive AI: Text-Aware Image Captioning with a Unified Transformer	Nishant Raj,Aatif Jamshed,Puneet Kumar Goyal	21829	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)	pp. 1-6	IEEE	17 March 2026	979-8-3315-6784-2	https://ieeexplore.ieee.org/document/11430207?source=AUTHORALERT&dld=Z21haWwuY29t	https://drive.google.com/file/d/1lPgUdXg71nWDiD9ysn7k_BGcmExsdvt1/view?usp=sharing	No										
33	Sreesh Gaur	21327	Yes	International	AI-Automated Proctoring and Evaluation Model for Digital Education Ecosystems	Vanshika Rastogi; Tushar Singh; Satyam Srivastav; Sreesh Gaur	21327	2025 2nd International Conference on Advanced Computing and Emerging Technologies (ACET)		IEEE	17/03/2026	979-8-3315-6783-5	https://ieeexplore.ieee.org/abstract/document/11430332		Yes	Vanshika Rastogi; Tushar Singh; Satyam Srivastav	4,7	no			Published		10.1109/ACET67282.2025.11430332		
34	Tarsh Vaibhav	21880	Yes	International	Privacy-Preserving Brain Tumor Classification Using Federated Learning with Differential Privacy and Secure Aggregation	Tarsh Vaibhav , Roshan Kumar Gupta	21880	2026 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI)		IEEE	7 April 2026	979-8-3315-4970-1	https://ieeexplore.ieee.org/document/11466012	https://drive.google.com/file/d/19ukNGUN16Jrm1b_sD8cbSjlEVyHmcuRd/view?usp=sharing	NO						Published			yes	
35	Dr. Sunil Kumar, Dr. Akash Rajak				Urban Flood Risk Prediction Using Hybrid Explainable AI Framework with Deep Learning on Multimodal Geospatial and Climate Data			2026 2nd International Conference on Cognitive Computing in Engineering, Communications, Sciences and Biomedical Health Informatics (IC3ECSBHI)		IEEE	14-04-2026	979-8-3315-5691-4	https://ieeexplore.ieee.org/document/11468903		NO			Yes	Premananda Sahu; Rajesh; Naval Kishor	LPU, ITS, Accurate	Published		https://doi.org/10.1109/IC3ECSBHI67834.2026.11468903	Yes	
36	Dr. Sunil Kumar, Dr. Akash Rajak				Identification and Prediction of Traffic and Accident Based on ML and DL Approaches			2026 2nd International Conference on Cognitive Computing in Engineering, Communications, Sciences and Biomedical Health Informatics (IC3ECSBHI)		IEEE	14-04-2026	979-8-3315-5691-4	https://ieeexplore.ieee.org/document/11469087		NO			Yes	Premananda Sahu; Rajesh; Mahesh Pal	Dept. of CSE, Bharat Institute of Technology, Greater Noida, India	Published		https://doi.org/10.1109/IC3ECSBHI67834.2026.11469087	Yes	
37	Dr. Akash Rajak, Dr. Sunil Kumar	6071			A Systematic Approach for Enhancing the Curriculum Development based on the Gap Analysis to Meets the Standards of Accreditation			2026 5th International Conference on Innovative Practices in Technology and Management (ICIPTM)			13-04-2026	979-8-3195-4328-8	https://ieeexplore.ieee.org/document/11465369		NO						Published		https://doi.org/10.1109/ICIPTM69057.2026.11465369	Yes	
38	Dr. Akash Rajak	6071			Evaluating the Robustness of Machine Learning Models Against Adversarial Cyber Attacks			2026 5th International Conference on Innovative Practices in Technology and Management (ICIPTM)			13-04-2026	979-8-3195-4328-8	https://ieeexplore.ieee.org/document/11465956		NO						Published		https://doi.org/10.1109/ICIPTM69057.2026.11465956	Yes	
39	Dr. Akash Rajak, Dr. Sunil Kumar	6071			AI that Understands Us: LLM-Based Emotion and Stress Insights from Online Communication			2026 5th International Conference on Innovative Practices in Technology and Management (ICIPTM)			13-04-2026	979-8-3195-4328-8	https://ieeexplore.ieee.org/document/11465340/		NO						Published		https://doi.org/10.1109/ICIPTM69057.2026.11465340	Yes	



booked published : 
S. No.	Name of the faculty	KIET Faculty ID	Name of the Department	"KIET Affiliation
 (Yes / No)"	"Category:
 Book Article / Chapter or Monograph"	"Name of the Book
 in which Book Article/ monograph published"	Title of the Book Article/ chapter / Monograph published	Indexing (SCOPUS)	Publisher Name	Type of the Publisher (National / International)	Date of the publication (DD-MM-YY)	ISBN/ISSN number	DOI	Complete Weblink for the publication	Upload the proof for the published book/ chapter (shareable link, visible to all)	"Please Map Outcome with the SDGs
 (SDG (1-17))"	Is the research with outside Institutions in collaboration (Yes / NO)	Name of persons (Outside the KIET Institution) (Name seperated by semicolon ;)	Name of the Outside Institutions / Organizations (Name seperated by semicolon)	Names of all authors (separated by commas, " , ") (*order will be same as in published paper)	KIET faculty IDs of the authors separated by commas, " , ") (*order will be same as in published paper)	"Departmental DRC Recommendation
 (Recommended/ Not Recommended)
 DRC head of the respective departments will check all the entries before any Recommendation"	Actual paper first page link to be loaded in the drive link shared Research Data
